timestamp,rtt_ms,jitter_ms,packet_loss
2026-06-10T10:00:09.500Z,19.21,0.94,0.0
2026-06-10T10:00:09.600Z,19.71,1.7,0.0
2026-06-10T10:00:09.700Z,21.01,1.57,0.0
2026-06-10T10:00:09.800Z,26.6,0.78,0.0
2026-06-10T10:00:09.900Z,21.38,2.92,0.0
2026-06-10T10:00:10.000Z,23.49,3.25,0.0
2026-06-10T10:00:10.100Z,30.2,0.86,0.0
2026-06-10T10:00:10.200Z,23.57,3.27,0.0
2026-06-10T10:00:10.300Z,27.95,0.26,0.0
2026-06-10T10:00:10.400Z,21.27,3.25,0.0
2026-06-10T10:00:10.500Z,24.18,3.34,0.0
2026-06-10T10:00:10.600Z,21.2,0.24,0.0
2026-06-10T10:00:10.700Z,23.64,2.72,0.0
2026-06-10T10:00:10.800Z,28.36,3.4,0.0
2026-06-10T10:00:10.900Z,18.09,3.19,0.0
2026-06-10T10:00:11.000Z,26.74,3.4,0.0
2026-06-10T10:00:11.100Z,25.95,2.02,0.0
2026-06-10T10:00:11.200Z,22.62,0.46,0.0
2026-06-10T10:00:11.300Z,19.22,3.0,0.0
2026-06-10T10:00:11.400Z,25.29,2.23,0.0
2026-06-10T10:00:11.500Z,22.88,2.23,0.0
2026-06-10T10:00:11.600Z,25.93,1.58,0.0
2026-06-10T10:00:11.700Z,25.09,2.09,0.0
2026-06-10T10:00:11.800Z,31.41,0.71,0.0
2026-06-10T10:00:11.900Z,24.04,2.64,0.0
2026-06-10T10:00:12.000Z,20.91,0.45,0.0
2026-06-10T10:00:12.100Z,25.72,2.61,0.0
2026-06-10T10:00:12.200Z,25.88,3.0,0.0
2026-06-10T10:00:12.300Z,30.44,1.76,0.0
2026-06-10T10:00:12.400Z,28.34,1.88,0.0
2026-06-10T10:00:12.500Z,26.43,1.23,0.0
2026-06-10T10:00:12.600Z,30.85,3.4,0.0
2026-06-10T10:00:12.700Z,20.24,2.62,0.0
2026-06-10T10:00:12.800Z,22.44,1.42,0.0
2026-06-10T10:00:12.900Z,21.29,0.78,0.0
2026-06-10T10:00:13.000Z,23.44,0.92,0.0
2026-06-10T10:00:13.100Z,19.49,1.73,0.0
2026-06-10T10:00:13.200Z,27.54,3.31,0.0
2026-06-10T10:00:13.300Z,24.11,2.62,0.0
2026-06-10T10:00:13.400Z,19.12,0.91,0.0
2026-06-10T10:00:13.500Z,20.94,3.04,0.0
2026-06-10T10:00:13.600Z,26.25,1.45,0.0
2026-06-10T10:00:13.700Z,28.35,3.01,0.0
2026-06-10T10:00:13.800Z,32.99,1.0,0.0
2026-06-10T10:00:13.900Z,36.66,2.24,0.0
2026-06-10T10:00:14.000Z,26.66,3.26,0.0
2026-06-10T10:00:14.100Z,21.04,1.05,0.0
2026-06-10T10:00:14.200Z,16.47,2.49,0.0
2026-06-10T10:00:14.300Z,26.07,3.46,0.0
2026-06-10T10:00:14.400Z,21.75,0.7,0.0
2026-06-10T10:00:14.500Z,23.34,0.49,0.0
2026-06-10T10:00:14.600Z,22.55,2.42,0.0
2026-06-10T10:00:14.700Z,24.44,1.32,0.0
2026-06-10T10:00:14.800Z,29.26,0.44,0.0
2026-06-10T10:00:14.900Z,25.63,1.77,0.0
2026-06-10T10:00:15.000Z,24.37,2.69,0.0
2026-06-10T10:00:15.100Z,20.86,1.14,0.0
2026-06-10T10:00:15.200Z,18.3,1.31,0.0
2026-06-10T10:00:15.300Z,23.05,2.99,0.0
2026-06-10T10:00:15.400Z,24.78,1.92,0.0
2026-06-10T10:00:15.500Z,32.07,2.98,0.0
2026-06-10T10:00:15.600Z,25.52,1.67,0.0
2026-06-10T10:00:15.700Z,28.93,3.34,0.0
2026-06-10T10:00:15.800Z,23.0,2.35,0.0
2026-06-10T10:00:15.900Z,20.26,0.58,0.0
2026-06-10T10:00:16.000Z,21.14,3.12,0.0
2026-06-10T10:00:16.100Z,22.1,1.81,0.0
2026-06-10T10:00:16.200Z,33.51,0.67,0.0
2026-06-10T10:00:16.300Z,21.71,0.7,0.0
2026-06-10T10:00:16.400Z,28.35,2.47,0.0
2026-06-10T10:00:16.500Z,21.39,0.36,0.0
2026-06-10T10:00:16.600Z,28.73,1.15,0.0
2026-06-10T10:00:16.700Z,26.54,0.66,0.0
2026-06-10T10:00:16.800Z,24.37,1.66,0.0
2026-06-10T10:00:16.900Z,24.84,1.57,0.0
2026-06-10T10:00:17.000Z,22.38,1.92,0.0
2026-06-10T10:00:17.100Z,26.78,1.12,0.0
2026-06-10T10:00:17.200Z,23.18,0.31,0.0
2026-06-10T10:00:17.300Z,20.1,2.23,0.0
2026-06-10T10:00:17.400Z,19.89,1.43,0.0
2026-06-10T10:00:17.500Z,25.69,2.35,0.0
2026-06-10T10:00:17.600Z,31.32,0.56,0.0
2026-06-10T10:00:17.700Z,25.64,0.25,0.0
2026-06-10T10:00:17.800Z,24.53,1.02,0.0
2026-06-10T10:00:17.900Z,26.14,1.71,0.0
2026-06-10T10:00:18.000Z,30.22,1.5,0.0
2026-06-10T10:00:18.100Z,25.88,2.87,0.0
2026-06-10T10:00:18.200Z,23.36,1.45,0.0
2026-06-10T10:00:18.300Z,29.43,1.95,0.0
2026-06-10T10:00:18.400Z,26.72,2.16,0.0
2026-06-10T10:00:18.500Z,31.14,0.27,0.0
2026-06-10T10:00:18.600Z,25.73,1.9,0.0
2026-06-10T10:00:18.700Z,20.1,1.34,0.0
2026-06-10T10:00:18.800Z,19.53,1.59,0.0
2026-06-10T10:00:18.900Z,31.6,0.53,0.0
2026-06-10T10:00:19.000Z,31.89,2.78,0.0
2026-06-10T10:00:19.100Z,24.28,3.31,0.0
2026-06-10T10:00:19.200Z,23.47,0.27,0.0
2026-06-10T10:00:19.300Z,30.85,2.18,0.0
2026-06-10T10:00:19.400Z,20.57,2.72,0.0
2026-06-10T10:00:19.500Z,21.42,1.14,0.0
2026-06-10T10:00:19.600Z,27.57,2.8,0.0
2026-06-10T10:00:19.700Z,23.42,2.29,0.0
2026-06-10T10:00:19.800Z,24.98,3.27,0.0
2026-06-10T10:00:19.900Z,24.35,3.44,0.0
2026-06-10T10:00:20.000Z,26.35,0.34,0.0
2026-06-10T10:00:20.100Z,30.63,1.67,0.0
2026-06-10T10:00:20.200Z,25.36,2.01,0.0
2026-06-10T10:00:20.300Z,27.58,0.68,0.0
2026-06-10T10:00:20.400Z,16.8,1.31,0.0
2026-06-10T10:00:20.500Z,24.81,3.46,0.0
2026-06-10T10:00:20.600Z,21.63,0.25,0.0
2026-06-10T10:00:20.700Z,20.12,1.69,0.0
2026-06-10T10:00:20.800Z,21.49,2.98,0.0
2026-06-10T10:00:20.900Z,23.66,1.27,0.0
2026-06-10T10:00:21.000Z,28.66,1.78,0.0
2026-06-10T10:00:21.100Z,19.69,3.43,0.0
2026-06-10T10:00:21.200Z,25.12,1.77,0.0
2026-06-10T10:00:21.300Z,23.06,0.63,0.0
2026-06-10T10:00:21.400Z,23.69,0.37,0.0
2026-06-10T10:00:21.500Z,29.01,3.32,0.0
2026-06-10T10:00:21.600Z,27.15,1.08,0.0
2026-06-10T10:00:21.700Z,30.35,1.86,0.0
2026-06-10T10:00:21.800Z,24.38,0.5,0.0
2026-06-10T10:00:21.900Z,22.22,1.6,0.0
2026-06-10T10:00:22.000Z,24.1,3.27,0.0
2026-06-10T10:00:22.100Z,25.97,1.86,0.0
2026-06-10T10:00:22.200Z,25.71,3.4,0.0
2026-06-10T10:00:22.300Z,20.66,1.05,0.0
2026-06-10T10:00:22.400Z,25.36,1.86,0.0
2026-06-10T10:00:22.500Z,25.91,3.04,0.0
2026-06-10T10:00:22.600Z,35.07,1.68,0.0
2026-06-10T10:00:22.700Z,32.51,1.12,0.0
2026-06-10T10:00:22.800Z,21.59,3.02,0.0
2026-06-10T10:00:22.900Z,23.85,1.49,0.0
2026-06-10T10:00:23.000Z,19.15,1.95,0.0
2026-06-10T10:00:23.100Z,22.64,3.42,0.0
2026-06-10T10:00:23.200Z,26.26,0.82,0.0
2026-06-10T10:00:23.300Z,29.82,1.19,0.0
2026-06-10T10:00:23.400Z,22.08,0.3,0.0
2026-06-10T10:00:23.500Z,22.38,1.49,0.0
2026-06-10T10:00:23.600Z,16.41,0.86,0.0
2026-06-10T10:00:23.700Z,24.35,2.44,0.0
2026-06-10T10:00:23.800Z,20.75,0.8,0.0
2026-06-10T10:00:23.900Z,22.88,2.43,0.0
2026-06-10T10:00:24.000Z,21.49,1.07,0.0
2026-06-10T10:00:24.100Z,24.62,1.37,0.0
2026-06-10T10:00:24.200Z,17.97,1.35,0.0
2026-06-10T10:00:24.300Z,19.13,2.57,0.0
2026-06-10T10:00:24.400Z,33.52,1.74,0.0
2026-06-10T10:00:24.500Z,19.85,1.39,0.0
2026-06-10T10:00:24.600Z,20.61,3.01,0.0
2026-06-10T10:00:24.700Z,32.35,2.09,0.0
2026-06-10T10:00:24.800Z,36.62,0.91,0.0
2026-06-10T10:00:24.900Z,20.31,3.17,0.0
2026-06-10T10:00:25.000Z,23.53,1.33,0.0
2026-06-10T10:00:25.100Z,26.37,0.33,0.0
2026-06-10T10:00:25.200Z,31.91,1.83,0.0
2026-06-10T10:00:25.300Z,21.05,0.61,0.0
2026-06-10T10:00:25.400Z,24.02,0.99,0.0
2026-06-10T10:00:25.500Z,28.11,2.67,0.0
2026-06-10T10:00:25.600Z,26.74,0.63,0.0
2026-06-10T10:00:25.700Z,23.5,2.86,0.0
2026-06-10T10:00:25.800Z,24.46,3.29,0.0
2026-06-10T10:00:25.900Z,19.5,2.2,0.0
2026-06-10T10:00:26.000Z,24.05,2.54,0.0
2026-06-10T10:00:26.100Z,23.93,2.55,0.0
2026-06-10T10:00:26.200Z,25.93,3.48,0.0
2026-06-10T10:00:26.300Z,22.78,1.33,0.0
2026-06-10T10:00:26.400Z,26.89,0.74,0.0
2026-06-10T10:00:26.500Z,29.05,1.91,0.0
2026-06-10T10:00:26.600Z,25.62,1.96,0.0
2026-06-10T10:00:26.700Z,26.41,0.79,0.0
2026-06-10T10:00:26.800Z,25.21,2.22,0.0
2026-06-10T10:00:26.900Z,25.0,0.25,0.0
2026-06-10T10:00:27.000Z,22.11,3.26,0.0
2026-06-10T10:00:27.100Z,26.27,1.07,0.0
2026-06-10T10:00:27.200Z,24.61,0.33,0.0
2026-06-10T10:00:27.300Z,33.37,0.56,0.0
2026-06-10T10:00:27.400Z,31.29,0.99,0.0
2026-06-10T10:00:27.500Z,26.54,1.1,0.0
2026-06-10T10:00:27.600Z,21.95,0.31,0.0
2026-06-10T10:00:27.700Z,20.55,1.12,0.0
2026-06-10T10:00:27.800Z,29.76,0.84,0.0
2026-06-10T10:00:27.900Z,26.05,1.45,0.0
2026-06-10T10:00:28.000Z,26.92,1.47,0.0
2026-06-10T10:00:28.100Z,18.02,1.32,0.0
2026-06-10T10:00:28.200Z,28.71,1.28,0.0
2026-06-10T10:00:28.300Z,26.82,0.5,0.0
2026-06-10T10:00:28.400Z,20.56,0.28,0.0
2026-06-10T10:00:28.500Z,23.11,0.87,0.0
2026-06-10T10:00:28.600Z,26.05,2.7,0.0
2026-06-10T10:00:28.700Z,25.21,3.47,0.0
2026-06-10T10:00:28.800Z,23.83,3.26,0.0
2026-06-10T10:00:28.900Z,24.59,1.86,0.0
2026-06-10T10:00:29.000Z,23.99,1.96,0.0
2026-06-10T10:00:29.100Z,25.61,1.24,0.0
2026-06-10T10:00:29.200Z,30.89,2.75,0.0
2026-06-10T10:00:29.300Z,14.73,2.72,0.0
2026-06-10T10:00:29.400Z,24.05,2.99,0.0
2026-06-10T10:00:29.500Z,25.71,3.16,0.0
2026-06-10T10:00:29.600Z,26.18,1.63,0.0
2026-06-10T10:00:29.700Z,23.51,2.73,0.0
2026-06-10T10:00:29.800Z,17.97,2.86,0.0
2026-06-10T10:00:29.900Z,26.31,1.22,0.0
2026-06-10T10:00:30.000Z,31.91,3.27,0.0
2026-06-10T10:00:30.100Z,18.86,0.51,0.0
2026-06-10T10:00:30.200Z,28.46,3.48,0.0
2026-06-10T10:00:30.300Z,23.69,2.74,0.0
2026-06-10T10:00:30.400Z,24.75,0.51,0.0
2026-06-10T10:00:30.500Z,20.79,2.37,0.0
2026-06-10T10:00:30.600Z,23.66,0.31,0.0
2026-06-10T10:00:30.700Z,30.2,2.74,0.0
2026-06-10T10:00:30.800Z,27.33,2.84,0.0
2026-06-10T10:00:30.900Z,31.93,2.19,0.0
2026-06-10T10:00:31.000Z,29.71,3.03,0.0
2026-06-10T10:00:31.100Z,26.76,0.52,0.0
2026-06-10T10:00:31.200Z,31.98,1.11,0.0
2026-06-10T10:00:31.300Z,26.76,1.57,0.0
2026-06-10T10:00:31.400Z,28.31,0.34,0.0
2026-06-10T10:00:31.500Z,23.81,1.68,0.0
2026-06-10T10:00:31.600Z,25.27,1.08,0.0
2026-06-10T10:00:31.700Z,22.21,1.5,0.0
2026-06-10T10:00:31.800Z,28.96,1.6,0.0
2026-06-10T10:00:31.900Z,20.29,3.1,0.0
2026-06-10T10:00:32.000Z,28.13,1.09,0.0
2026-06-10T10:00:32.100Z,24.24,3.15,0.0
2026-06-10T10:00:32.200Z,29.68,1.61,0.0
2026-06-10T10:00:32.300Z,28.0,1.28,0.0
2026-06-10T10:00:32.400Z,32.28,1.86,0.0
2026-06-10T10:00:32.500Z,27.92,1.58,0.0
2026-06-10T10:00:32.600Z,18.71,1.05,0.0
2026-06-10T10:00:32.700Z,24.73,1.86,0.0
2026-06-10T10:00:32.800Z,20.31,0.7,0.0
2026-06-10T10:00:32.900Z,22.93,1.36,0.0
2026-06-10T10:00:33.000Z,31.04,2.07,0.0
2026-06-10T10:00:33.100Z,27.55,1.56,0.0
2026-06-10T10:00:33.200Z,22.2,2.92,0.0
2026-06-10T10:00:33.300Z,20.95,1.05,0.0
2026-06-10T10:00:33.400Z,25.13,3.4,0.0
2026-06-10T10:00:33.500Z,20.13,2.79,0.0
2026-06-10T10:00:33.600Z,22.32,3.39,0.0
2026-06-10T10:00:33.700Z,26.25,2.97,0.0
2026-06-10T10:00:33.800Z,29.62,0.67,0.0
2026-06-10T10:00:33.900Z,27.44,1.94,0.0
2026-06-10T10:00:34.000Z,15.83,0.76,0.0
2026-06-10T10:00:34.100Z,26.22,2.9,0.0
2026-06-10T10:00:34.200Z,25.29,2.13,0.0
2026-06-10T10:00:34.300Z,26.66,1.07,0.0
2026-06-10T10:00:34.400Z,31.46,3.27,0.0
2026-06-10T10:00:34.500Z,16.75,0.58,0.0
2026-06-10T10:00:34.600Z,22.64,2.06,0.0
2026-06-10T10:00:34.700Z,27.36,2.58,0.0
2026-06-10T10:00:34.800Z,18.67,0.39,0.0
2026-06-10T10:00:34.900Z,30.9,2.17,0.0
2026-06-10T10:00:35.000Z,26.47,2.89,0.0
2026-06-10T10:00:35.100Z,28.39,0.42,0.0
2026-06-10T10:00:35.200Z,22.72,1.89,0.0
2026-06-10T10:00:35.300Z,28.26,1.05,0.0
2026-06-10T10:00:35.400Z,29.27,2.39,0.0
2026-06-10T10:00:35.500Z,25.93,0.59,0.0
2026-06-10T10:00:35.600Z,25.94,3.29,0.0
2026-06-10T10:00:35.700Z,26.08,3.15,0.0
2026-06-10T10:00:35.800Z,21.55,0.81,0.0
2026-06-10T10:00:35.900Z,24.41,1.27,0.0
2026-06-10T10:00:36.000Z,24.39,2.14,0.0
2026-06-10T10:00:36.100Z,26.53,2.57,0.0
2026-06-10T10:00:36.200Z,29.0,1.66,0.0
2026-06-10T10:00:36.300Z,20.77,0.72,0.0
2026-06-10T10:00:36.400Z,24.5,0.54,0.0
2026-06-10T10:00:36.500Z,83.69,10.34,0.0
2026-06-10T10:00:36.600Z,22.03,1.7,0.0
2026-06-10T10:00:36.700Z,21.71,3.08,0.0
2026-06-10T10:00:36.800Z,25.81,1.79,0.0
2026-06-10T10:00:36.900Z,28.38,3.24,0.0
2026-06-10T10:00:37.000Z,25.05,0.49,0.0
2026-06-10T10:00:37.100Z,30.32,0.58,0.0
2026-06-10T10:00:37.200Z,28.43,3.27,0.0
2026-06-10T10:00:37.300Z,28.37,3.33,0.0
2026-06-10T10:00:37.400Z,27.22,1.24,0.0
2026-06-10T10:00:37.500Z,34.31,1.37,0.0
2026-06-10T10:00:37.600Z,24.18,1.69,0.0
2026-06-10T10:00:37.700Z,97.2,13.07,0.0215
2026-06-10T10:00:37.800Z,31.42,0.83,0.0
2026-06-10T10:00:37.900Z,23.17,3.16,0.0
2026-06-10T10:00:38.000Z,25.43,1.04,0.0
2026-06-10T10:00:38.100Z,30.24,2.53,0.0
2026-06-10T10:00:38.200Z,18.59,0.42,0.0
2026-06-10T10:00:38.300Z,19.99,0.33,0.0
2026-06-10T10:00:38.400Z,18.59,2.36,0.0
2026-06-10T10:00:38.500Z,21.82,1.32,0.0
2026-06-10T10:00:38.600Z,26.76,2.36,0.0
2026-06-10T10:00:38.700Z,27.1,0.51,0.0
2026-06-10T10:00:38.800Z,26.11,3.33,0.0
2026-06-10T10:00:38.900Z,19.35,2.67,0.0
2026-06-10T10:00:39.000Z,15.76,3.09,0.0
2026-06-10T10:00:39.100Z,25.22,0.65,0.0
2026-06-10T10:00:39.200Z,23.11,1.26,0.0
2026-06-10T10:00:39.300Z,26.84,1.42,0.0
2026-06-10T10:00:39.400Z,27.81,1.97,0.0
2026-06-10T10:00:39.500Z,25.55,1.18,0.0
2026-06-10T10:00:39.600Z,28.04,0.4,0.0
2026-06-10T10:00:39.700Z,25.92,1.42,0.0
2026-06-10T10:00:39.800Z,27.12,1.04,0.0
2026-06-10T10:00:39.900Z,22.18,1.47,0.0
2026-06-10T10:00:40.000Z,24.28,0.85,0.0
2026-06-10T10:00:40.100Z,25.79,1.06,0.0
2026-06-10T10:00:40.200Z,28.28,2.27,0.0
2026-06-10T10:00:40.300Z,23.43,1.48,0.0
2026-06-10T10:00:40.400Z,27.08,1.34,0.0
2026-06-10T10:00:40.500Z,23.94,1.96,0.0
2026-06-10T10:00:40.600Z,24.53,2.75,0.0
2026-06-10T10:00:40.700Z,28.32,1.45,0.0
2026-06-10T10:00:40.800Z,17.03,2.14,0.0
2026-06-10T10:00:40.900Z,19.81,3.39,0.0
2026-06-10T10:00:41.000Z,19.07,1.92,0.0
2026-06-10T10:00:41.100Z,15.67,3.2,0.0
2026-06-10T10:00:41.200Z,22.29,2.82,0.0
2026-06-10T10:00:41.300Z,28.0,0.39,0.0
2026-06-10T10:00:41.400Z,23.86,1.62,0.0
2026-06-10T10:00:41.500Z,25.79,2.5,0.0
2026-06-10T10:00:41.600Z,29.36,3.46,0.0
2026-06-10T10:00:41.700Z,30.31,1.71,0.0
2026-06-10T10:00:41.800Z,24.72,0.51,0.0
2026-06-10T10:00:41.900Z,30.41,2.05,0.0
2026-06-10T10:00:42.000Z,22.0,1.5,0.0
2026-06-10T10:00:42.100Z,26.5,2.72,0.0
2026-06-10T10:00:42.200Z,29.56,3.55,0.0
2026-06-10T10:00:42.300Z,32.25,4.28,0.0
2026-06-10T10:00:42.400Z,34.71,4.94,0.0
2026-06-10T10:00:42.500Z,37.01,5.57,0.0
2026-06-10T10:00:42.600Z,39.19,6.16,0.0
2026-06-10T10:00:42.700Z,41.28,6.72,0.0
2026-06-10T10:00:42.800Z,43.28,7.27,0.0
2026-06-10T10:00:42.900Z,45.21,7.79,0.0
2026-06-10T10:00:43.000Z,47.08,8.29,0.0161
2026-06-10T10:00:43.100Z,48.89,8.78,0.0233
2026-06-10T10:00:43.200Z,50.64,9.26,0.0368
2026-06-10T10:00:43.300Z,52.35,9.72,0.0276
2026-06-10T10:00:43.400Z,54.0,10.17,0.0394
2026-06-10T10:00:43.500Z,55.62,10.61,0.0447
2026-06-10T10:00:43.600Z,57.19,11.03,0.0403
2026-06-10T10:00:43.700Z,58.72,11.45,0.0497
2026-06-10T10:00:43.800Z,60.21,11.85,0.0402
2026-06-10T10:00:43.900Z,61.66,12.24,0.0441
2026-06-10T10:00:44.000Z,63.07,12.63,0.0433
2026-06-10T10:00:44.100Z,64.45,13.0,0.0392
2026-06-10T10:00:44.200Z,65.79,13.36,0.0421
2026-06-10T10:00:44.300Z,67.09,13.72,0.0474
2026-06-10T10:00:44.400Z,68.36,14.06,0.029
2026-06-10T10:00:44.500Z,69.59,14.39,0.0355
2026-06-10T10:00:44.600Z,70.79,14.72,0.0306
2026-06-10T10:00:44.700Z,71.95,15.03,0.044
2026-06-10T10:00:44.800Z,73.08,15.34,0.0273
2026-06-10T10:00:44.900Z,74.17,15.63,0.0428
2026-06-10T10:00:45.000Z,75.23,15.92,0.042
2026-06-10T10:00:45.100Z,76.25,16.2,0.0485
2026-06-10T10:00:45.200Z,77.24,16.46,0.02
2026-06-10T10:00:45.300Z,78.19,16.72,0.0384
2026-06-10T10:00:45.400Z,79.11,16.97,0.0403
2026-06-10T10:00:45.500Z,79.99,17.21,0.0475
2026-06-10T10:00:45.600Z,80.84,17.44,0.0463
2026-06-10T10:00:45.700Z,81.66,17.66,0.0329
2026-06-10T10:00:45.800Z,82.44,17.87,0.0332
2026-06-10T10:00:45.900Z,83.18,18.08,0.0167
2026-06-10T10:00:46.000Z,83.89,18.27,0.049
2026-06-10T10:00:46.100Z,84.57,18.45,0.0202
2026-06-10T10:00:46.200Z,85.21,18.63,0.039
2026-06-10T10:00:46.300Z,85.82,18.79,0.0418
2026-06-10T10:00:46.400Z,86.39,18.94,0.0276
2026-06-10T10:00:46.500Z,86.92,19.09,0.0184
2026-06-10T10:00:46.600Z,87.42,19.22,0.0176
2026-06-10T10:00:46.700Z,87.89,19.35,0.0443
2026-06-10T10:00:46.800Z,88.32,19.47,0.0304
2026-06-10T10:00:46.900Z,88.71,19.57,0.0136
2026-06-10T10:00:47.000Z,89.07,19.67,0.0387
2026-06-10T10:00:47.100Z,89.39,19.76,0.02
2026-06-10T10:00:47.200Z,89.68,19.83,0.0451
2026-06-10T10:00:47.300Z,89.93,19.9,0.0224
2026-06-10T10:00:47.400Z,90.14,19.96,0.018
2026-06-10T10:00:47.500Z,90.32,20.01,0.0134
2026-06-10T10:00:47.600Z,90.47,20.05,0.0305
2026-06-10T10:00:47.700Z,90.57,20.08,0.028
2026-06-10T10:00:47.800Z,90.65,20.1,0.0401
